Daily Time Spent on Site,Age,Area Income,Daily Internet Usage,Ad Topic Line,City,Gender,Country,Timestamp
65.1,27.0,48761.14,146.19,Cloned optimal leverage,Port Julie,Male,Tokelau,2016-06-07 01:29:06
44.11,38.0,73207.15,154.75,Enterprise-wide bi-directional secured line,West Justin,Female,Cyprus,2016-06-18 17:56:32
46.28,44.0,56593.8,141.89,Public-key disintermediate emulation,Port Joshuafort,Male,Netherlands Antilles,2016-01-23 17:39:06
59.22,25.0,57877.15,119.3,Quality-focused hybrid frame,Rivasland,Female,Guinea,2016-01-05 20:58:42
55.39,27.0,42162.9,122.45,Inverse stable synergy,Portermouth,Female,Papua New Guinea,2016-02-15 03:43:55
78.68,30.0,57594.7,162.05,Realigned reciprocal framework,West David,Male,Tokelau,2016-07-23 04:04:42
67.91,34.0,66348.95,122.31,Centralized 24/7 installation,New Michaeltown,Female,China,2016-04-23 09:42:08
54.37,43.0,59683.16,113.12,Horizontal heuristic synergy,Lake Dustin,Female,Western Sahara,2016-02-17 07:00:38
60.7,31.0,66269.49,223.28,Up-sized asymmetric firmware,East Debraborough,Female,Svalbard & Jan Mayen Islands,2016-04-06 11:24:21
81.37,41.0,43450.11,152.49,Focused high-level conglomeration,Mezaton,Male,Faroe Islands,2016-06-16 18:04:51
75.55,36.0,41229.16,136.64,Expanded radical software,Garciaside,Male,Bhutan,2016-03-08 05:48:20
72.6,23.0,30227.98,151.95,Quality-focused bi-directional throughput,Contrerasshire,Female,Maldives,2016-03-18 17:35:40
66.79,53.0,57195.96,217.37,Realigned reciprocal framework,Port Mathew,Male,Bosnia and Herzegovina,2016-05-31 21:41:46
56.64,37.0,71455.62,159.77,Synergized well-modulated Graphical User Interface,Rivasland,Female,New Zealand,2016-05-03 01:09:01
55.6,45.0,60309.58,202.34,Ameliorated discrete extranet,Dianashire,Male,Cape Verde,2016-07-11 13:23:37
77.88,39.0,47929.83,162.05,Stand-alone national attitude,Sherrishire,Male,Australia,2016-07-18 04:53:22
47.23,33.0,74780.74,210.53,Decentralized needs-based analyzer,North Elizabeth,Male,Senegal,2016-04-21 20:29:35
75.84,44.0,75535.14,141.89,Monitored real-time superstructure,Port Joshuafort,Male,Liberia,2016-05-08 15:38:46
45.11,29.0,60575.99,115.91,Quality-focused hybrid frame,East Heidi,Female,Hong Kong,2016-04-07 03:56:16
55.6,29.0,72209.99,238.63,Function-based fault-tolerant model,West Kevinfurt,Male,Cameroon,2016-07-15 15:43:36
41.73,44.0,45716.48,123.28,Public-key disintermediate emulation,Port Joshuafort,Male,Netherlands Antilles,2016-07-05 22:33:48
55.6,35.0,65791.17,119.3,Balanced 4thgeneration success,North Kennethside,Male,Grenada,2016-03-18 13:22:35
42.83,34.0,71157.05,144.27,Stand-alone national attitude,Josephberg,Male,Samoa,2016-05-12 12:11:12
66.79,53.0,43450.11,195.69,Managed client-server access,Hartport,Male,Eritrea,2016-01-05 16:26:44
46.28,25.0,70783.94,191.82,Focused high-level conglomeration,Erikville,Male,Faroe Islands,2016-03-24 06:36:52
34.3,36.0,65883.39,136.64,Phased full-range hardware,North Brandon,Female,Czech Republic,2016-07-11 13:23:37
41.73,42.0,59419.78,123.28,Face-to-face even-keeled website,Port Beth,Male,Martinique,2016-07-05 22:33:48
65.1,27.0,48761.14,191.14,Multi-tiered mobile encoding,Edwardsmouth,Male,Tokelau,2016-02-04 02:13:52
76.44,28.0,73538.09,172.81,Inverse local hub,Shelbyport,Female,Poland,2016-01-06 13:20:01
88.89,45.0,40478.83,246.44,Ameliorated discrete extranet,Hansenmouth,Male,Niger,2016-04-04 20:01:12
82.07,24.0,25603.93,211.38,Adaptive uniform capability,Kennedyfurt,Male,Kyrgyz Republic,2016-01-31 09:57:34
76.44,28.0,45716.48,196.83,Compatible systemic function,East Paul,Male,Svalbard & Jan Mayen Islands,2016-02-03 23:47:56
37.65,36.0,57846.68,136.64,Expanded radical software,Lake Patrick,Female,Svalbard & Jan Mayen Islands,2016-03-08 05:48:20
45.08,51.0,67744.56,174.55,Front-line bandwidth-monitored capacity,South Jessica,Male,United States Virgin Islands,2016-05-03 01:09:01
64.51,42.0,66359.32,116.53,De-engineered mobile infrastructure,East Heatherside,Female,Christmas Island,2016-04-21 12:34:28
78.76,32.0,60188.38,229.88,Horizontal high-level concept,New Denisebury,Male,Grenada,2016-01-12 10:07:29
71.9,24.0,68962.32,195.69,Profit-focused secondary portal,Markhaven,Female,Bahamas,2016-06-24 21:09:58
65.65,27.0,48761.14,216.03,Cloned optimal leverage,Edwardsmouth,Male,Timor-Leste,2016-02-04 02:13:52
51.38,37.0,30227.98,196.83,Extended interactive model,Hayesmouth,Female,New Zealand,2016-02-14 11:36:08
35.76,27.0,38427.66,133.2,Versatile optimizing projection,Portermouth,Female,Micronesia,2016-07-18 04:53:22
37.87,37.0,57587.0,118.39,Enterprise-wide tangible model,Dustinmouth,Male,Burkina Faso,2016-02-07 07:41:06
50.32,40.0,64147.86,211.39,Seamless intangible secured line,Hartport,Female,Bahamas,2016-04-27 04:28:17
68.18,32.0,56435.6,108.17,Up-sized next generation architecture,New Denisebury,Female,Serbia,2016-01-15 01:20:05
48.22,29.0,58909.36,247.05,Quality-focused hybrid frame,East Heidi,Female,Burundi,2016-01-06 21:43:22
64.79,49.0,63450.96,140.64,Centralized neutral neural-net,Patriciahaven,Female,Qatar,2016-07-06 23:09:07
41.53,30.0,70547.16,136.4,Customer-focused upward-trending contingency,New Tyler,Female,Samoa,2016-02-04 03:10:17
79.91,30.0,60372.64,105.69,Expanded clear-thinking core,New Tyler,Female,Bolivia,2016-02-04 03:10:17
79.82,42.0,66359.32,220.05,Public-key disintermediate emulation,Wilcoxport,Female,Venezuela,2016-04-21 12:34:28
75.55,24.0,51013.37,222.08,Adaptive uniform capability,Nicholasland,Male,Gabon,2016-04-08 22:40:55
60.7,29.0,60575.99,247.05,Integrated grid-enabled budgetary management,Johnstonmouth,Female,Hong Kong,2016-04-07 03:56:16
35.25,50.0,51869.87,175.37,Enterprise-wide foreground emulation,Port Juan,Female,Equatorial Guinea,2016-04-05 05:54:15
78.76,30.0,70547.16,105.69,Customer-focused upward-trending contingency,New Tyler,Female,Bolivia,2016-02-04 03:10:17
51.68,34.0,58909.36,107.19,De-engineered mobile infrastructure,West Daleborough,Female,Mauritania,2016-03-16 20:33:10
82.79,29.0,60575.99,166.86,Quality-focused hybrid frame,Carterton,Female,Hong Kong,2016-04-07 03:56:16
77.88,36.0,79332.33,113.8,Centralized asynchronous portal,Garciaside,Female,Svalbard & Jan Mayen Islands,2016-07-11 13:23:37
55.39,39.0,51824.01,216.03,Balanced dynamic application,Port James,Male,South Africa,2016-07-18 04:53:22
58.6,38.0,57877.15,120.63,Enterprise-wide bi-directional secured line,West Justin,Female,Cyprus,2016-04-18 03:41:56
56.93,35.0,59550.05,127.2,Seamless real-time array,Port Blake,Female,Micronesia,2016-04-24 01:48:21
49.67,54.0,62060.11,238.1,Front-line systemic capability,Perezland,Female,Saudi Arabia,2016-04-27 04:28:17
45.11,35.0,39699.13,267.01,Managed disintermediate matrices,North Kennethside,Male,Guam,2016-06-28 09:19:06
53.38,33.0,72683.35,210.53,Versatile next generation pricing structure,New Teresa,Male,France,2016-04-21 20:29:35
83.91,42.0,66359.32,123.28,Public-key disintermediate emulation,Port Beth,Male,Faroe Islands,2016-07-05 22:33:48
56.2,27.0,48761.14,216.03,Synergized hybrid time-frame,Portermouth,Male,Kyrgyz Republic,2016-02-04 02:13:52
74.87,33.0,47357.39,210.53,Polarized tangible collaboration,West Rhondamouth,Female,Senegal,2016-06-19 23:21:38
39.47,31.0,66269.49,223.28,Pre-emptive systematic budgetary management,East Debraborough,Female,Hong Kong,2016-01-29 05:39:16
39.85,51.0,67744.56,126.44,Managed well-modulated collaboration,New Karenberg,Female,Faroe Islands,2016-05-21 01:36:16
50.32,33.0,65856.74,210.53,Seamless intangible secured line,East Aaron,Female,Senegal,2016-06-28 12:51:02
38.65,29.0,60309.58,120.25,Quality-focused hybrid frame,East Heidi,Female,Hong Kong,2016-04-07 03:56:16
75.55,45.0,31092.93,258.06,Visionary mission-critical application,Ryanhaven,Male,Saint Helena,2016-02-01 09:00:55
43.97,43.0,43573.66,234.26,Polarized 6thgeneration info-mediaries,Lake Craigview,Male,South Africa,2016-07-16 10:14:04
46.88,36.0,79332.33,194.56,Centralized asynchronous portal,Garciaside,Female,Czech Republic,2016-07-11 13:23:37
72.6,26.0,72683.35,223.16,Networked even-keeled workforce,Tranland,Male,Fiji,2016-02-14 17:05:15
47.23,30.0,51013.37,214.08,Stand-alone national attitude,Yangside,Male,Cameroon,2016-02-11 17:02:07
43.63,53.0,70547.16,160.73,Advanced full-range migration,North Randy,Female,Bulgaria,2016-02-03 10:40:27
81.45,26.0,70783.94,182.65,Business-focused responsive website,East Paul,Male,Fiji,2016-04-15 15:07:17
79.54,35.0,65791.17,148.93,Horizontal high-level concept,North Kennethside,Male,Korea,2016-03-18 13:22:35
78.76,35.0,70547.16,148.61,Reactive impactful challenge,Lake Dustin,Female,Bolivia,2016-04-24 01:48:21
38.35,41.0,63429.18,172.83,Sharable 5thgeneration access,Evansville,Female,Austria,2016-01-13 20:38:35
41.53,49.0,63450.96,218.61,Centralized neutral neural-net,Contrerasshire,Female,Qatar,2016-04-10 00:13:47
44.11,25.0,43450.11,214.42,Upgradable heuristic system engine,Erikville,Male,Marshall Islands,2016-02-07 07:41:06
37.65,40.0,23975.35,136.59,Managed impactful definition,Yangside,Male,Mongolia,2016-01-02 14:36:03
72.03,40.0,57179.91,236.08,Managed impactful definition,Bakerhaven,Male,Mongolia,2016-05-17 18:06:46
60.7,40.0,64147.86,182.11,Seamless intangible secured line,Bakerhaven,Female,Bahamas,2016-04-27 04:28:17
79.82,42.0,66359.32,123.28,De-engineered mobile infrastructure,East Heatherside,Female,Christmas Island,2016-04-21 12:34:28
48.22,40.0,64147.86,162.43,Seamless intangible secured line,Bakerhaven,Female,Bahamas,2016-06-09 21:43:05
75.55,36.0,57846.68,136.64,Expanded radical software,Garciaside,Female,Svalbard & Jan Mayen Islands,2016-04-28 22:54:37
60.7,35.0,23942.61,127.2,Reactive impactful challenge,Mariahview,Female,Mexico,2016-05-20 00:00:48
58.6,50.0,50439.49,175.37,Compatible intermediate concept,Morganport,Female,Barbados,2016-01-04 21:48:38
36.87,35.0,65791.17,119.3,Extended analyzing emulation,North Kennethside,Male,Barbados,2016-01-05 04:18:46
75.84,53.0,60637.62,212.3,Upgradable even-keeled challenge,New Teresa,Male,Bosnia and Herzegovina,2016-06-01 12:27:17
52.84,29.0,60575.99,166.86,Integrated grid-enabled budgetary management,New Tinamouth,Female,Hong Kong,2016-04-07 03:56:16
72.03,31.0,57669.41,238.1,Extended local methodology,Lake Danielle,Male,Timor-Leste,2016-06-07 01:29:06
76.44,28.0,45716.48,196.83,Compatible systemic function,Pamelamouth,Female,Poland,2016-02-03 23:47:56
68.18,39.0,54725.87,209.25,Multi-tiered mobile encoding,Laurieside,Male,Cayman Islands,2016-02-04 02:13:52
51.95,52.0,27073.27,172.83,Automated web-enabled migration,West Rhondamouth,Female,Bulgaria,2016-03-21 11:02:49
55.39,27.0,64008.55,159.05,Proactive encompassing paradigm,Evansville,Female,Micronesia,2016-06-09 21:43:05
53.38,40.0,66784.81,144.27,Managed impactful definition,Bakerhaven,Male,Bolivia,2016-05-17 18:06:46
50.32,30.0,55336.18,222.11,Integrated 3rdgeneration monitoring,New Tyler,Female,Bolivia,2016-02-04 03:10:17
66.4,38.0,73207.15,120.63,Enterprise-wide bi-directional secured line,West Justin,Female,Vietnam,2016-04-18 03:41:56
46.28,25.0,43450.11,214.42,Upgradable heuristic system engine,Erikville,Male,Liechtenstein,2016-02-07 07:41:06
51.95,52.0,27073.27,176.7,Enhanced optimizing website,North Elizabeth,Male,Cayman Islands,2016-05-25 20:10:02
39.85,34.0,77220.42,111.63,Front-line bandwidth-monitored capacity,Lake Charlottestad,Male,Jersey,2016-05-09 21:54:38
39.47,31.0,66269.49,228.78,Up-sized asymmetric firmware,East Debraborough,Female,Cambodia,2016-04-06 11:24:21
77.88,36.0,79332.33,142.23,Centralized asynchronous portal,Garciaside,Female,Svalbard & Jan Mayen Islands,2016-03-08 05:48:20
41.73,44.0,45716.48,141.89,Cross-group human-resource time-frame,Port Joshuafort,Female,Fiji,2016-02-06 17:48:28
48.22,40.0,56435.6,182.11,Seamless intangible secured line,Ashleymouth,Female,Bahamas,2016-04-27 04:28:17
39.96,52.0,27073.27,176.7,Exclusive disintermediate task-force,North Elizabeth,Male,Greece,2016-03-21 11:02:49
47.23,32.0,51013.37,198.45,Optimized coherent Internet solution,New Denisebury,Male,Turkmenistan,2016-03-16 20:19:01
38.65,26.0,58996.56,182.65,Quality-focused optimizing parallelism,Jonathanland,Male,Fiji,2016-04-18 21:07:28
42.44,23.0,61770.34,151.95,Public-key asynchronous matrix,West Joseph,Female,Maldives,2016-06-09 19:32:27
54.37,37.0,63450.96,253.17,Reactive tangible contingency,Lake Matthew,Female,Finland,2016-02-14 11:36:08
76.44,28.0,45716.48,196.83,Compatible systemic function,New Darlene,Female,Poland,2016-02-03 23:47:56
48.09,46.0,72423.97,132.38,Self-enabling zero administration neural-net,Christinehaven,Male,Barbados,2016-05-25 10:39:28
75.55,36.0,79332.33,194.56,Optimized intermediate help-desk,Garciaside,Male,Saint Helena,2016-04-28 22:54:37
43.77,52.0,51600.47,172.83,Ergonomic methodical encoding,Ryanhaven,Male,Greece,2016-01-25 07:39:41
79.97,42.0,69456.83,242.37,Public-key disintermediate emulation,Port Beth,Male,Faroe Islands,2016-04-21 12:34:28
66.8,53.0,49206.4,172.83,De-engineered mobile infrastructure,Rhondaborough,Female,Bahamas,2016-06-17 09:58:46
60.7,33.0,23821.72,210.53,Polarized tangible collaboration,Richardshire,Female,Senegal,2016-03-07 22:32:15
56.39,44.0,27073.27,176.7,Open-source holistic productivity,Chrismouth,Male,Guatemala,2016-01-03 07:13:53
69.78,30.0,60372.64,105.69,Customer-focused upward-trending contingency,New Tyler,Female,Samoa,2016-02-04 03:10:17
44.11,51.0,46693.76,185.85,Managed well-modulated collaboration,Masseyshire,Male,Faroe Islands,2016-05-21 01:36:16
60.83,57.0,43450.11,142.21,Front-line multi-state hub,North Debra,Male,Saudi Arabia,2016-06-05 22:11:34
63.11,34.0,77220.42,182.11,Virtual scalable secured line,Taylormouth,Female,Senegal,2016-04-27 04:28:17
71.05,45.0,59550.05,258.06,Phased full-range hardware,South Cynthiashire,Female,Ethiopia,2016-04-30 19:42:04
46.28,37.0,27262.51,141.89,Enterprise-wide tangible model,Nelsonfurt,Male,Marshall Islands,2016-05-22 21:54:23
66.4,45.0,59550.05,211.56,Compatible intermediate concept,Ryanhaven,Female,Fiji,2016-02-01 20:30:35
54.97,41.0,49742.83,109.34,Focused high-level conglomeration,Erikville,Male,Faroe Islands,2016-06-16 18:04:51
52.17,29.0,60575.99,247.05,Quality-focused hybrid frame,Johnstonmouth,Female,Hong Kong,2016-04-07 03:56:16
50.32,40.0,47357.39,182.11,Seamless intangible secured line,Bakerhaven,Female,Bulgaria,2016-01-20 19:09:37
38.65,45.0,46179.97,158.8,Robust dedicated system engine,Mariemouth,Male,Switzerland,2016-07-11 13:23:37
55.39,44.0,55316.97,242.59,Extended interactive model,East Jessefort,Female,Lebanon,2016-04-27 04:28:17
67.56,30.0,55336.18,214.08,Focused high-level frame,Dayton,Male,United States Minor Outlying Islands,2016-06-03 21:43:21
72.03,34.0,54324.73,122.31,Vision-oriented methodical support,Jeremyshire,Male,Bosnia and Herzegovina,2016-01-05 00:02:53
55.6,29.0,72209.99,238.63,Function-based fault-tolerant model,Port Julie,Male,Thailand,2016-01-22 12:58:14
80.05,38.0,63336.85,145.96,Right-sized multi-tasking solution,East Lindsey,Male,Jamaica,2016-04-06 23:10:40
46.28,53.0,72683.35,176.7,Secured intermediate approach,West Shaun,Male,Korea,2016-04-24 13:42:15
37.65,36.0,57846.68,135.18,Centralized asynchronous portal,Garciaside,Female,Svalbard & Jan Mayen Islands,2016-04-28 22:54:37
73.89,22.0,62060.11,158.56,Right-sized transitional parallelism,Hernandezfort,Female,Eritrea,2016-01-05 17:56:52
41.73,28.0,45716.48,141.89,Operative scalable emulation,East Paul,Male,Liberia,2016-02-03 23:47:56
44.11,58.0,67511.86,183.85,Enterprise-wide tangible model,Port Jennifer,Female,Australia,2016-03-25 15:17:39
47.0,33.0,63296.87,210.53,Focused multimedia implementation,North Elizabeth,Male,France,2016-04-21 20:29:35
44.98,29.0,60575.99,228.78,Quality-focused hybrid frame,East Heidi,Female,Hong Kong,2016-04-07 03:56:16
83.66,37.0,57587.0,115.37,Enterprise-wide tangible model,East Benjaminville,Male,Marshall Islands,2016-02-07 07:41:06
67.69,39.0,36752.24,145.85,Versatile optimizing projection,North Angelastad,Female,Sao Tome and Principe,2016-07-23 04:04:42
42.44,33.0,43450.11,218.17,Business-focused value-added definition,New Teresa,Male,Saint Lucia,2016-07-13 16:12:24
71.9,27.0,43881.73,239.22,Sharable encompassing database,East Debraborough,Female,Cambodia,2016-04-06 11:24:21
66.4,29.0,60575.99,259.76,Seamless optimal contingency,West Raymondmouth,Female,Burundi,2016-02-03 10:40:27
89.71,52.0,69456.83,176.7,Enhanced optimizing website,Jeffreyshire,Male,Mayotte,2016-04-13 13:04:47
75.55,36.0,57846.68,202.25,Centralized asynchronous portal,Garciaside,Female,Svalbard & Jan Mayen Islands,2016-04-28 22:54:37
60.7,44.0,48467.68,200.28,Universal incremental array,Shelbyport,Female,French Southern Territories,2016-02-03 23:47:56
60.23,40.0,47447.89,186.37,Seamless intangible secured line,Bakerhaven,Male,Greece,2016-01-20 19:09:37
79.57,20.0,67511.86,183.85,Cross-group human-resource time-frame,Port Joshuafort,Male,Ukraine,2016-06-17 09:58:46
44.73,41.0,25739.09,109.34,Focused high-level conglomeration,Erikville,Male,Faroe Islands,2016-06-16 18:04:51
80.99,35.0,65791.17,267.01,Balanced 4thgeneration success,North Kennethside,Male,Grenada,2016-01-05 04:18:46
56.2,40.0,47357.39,182.11,Seamless intangible secured line,Perezland,Female,Bahamas,2016-06-09 21:43:05
71.9,29.0,60575.99,259.76,Quality-focused hybrid frame,Johnstonmouth,Female,Hong Kong,2016-04-07 03:56:16
77.5,28.0,45716.48,196.83,Extended interactive model,Lake Adrian,Female,Poland,2016-02-03 23:47:56
64.51,30.0,55336.18,222.11,Versatile mission-critical application,New Tyler,Female,Bolivia,2016-02-04 03:10:17
46.28,26.0,58920.44,141.89,Secured intermediate approach,Wintersfort,Male,Liberia,2016-03-09 00:41:46
61.82,21.0,63965.16,229.22,Quality-focused bi-directional throughput,East Benjaminville,Female,Cambodia,2016-04-06 05:55:43
51.68,40.0,64147.86,162.43,Seamless intangible secured line,Bakerhaven,Female,Bahamas,2016-01-20 19:09:37
68.25,44.0,45716.48,200.28,Optional tangible productivity,Port Joshuafort,Female,Fiji,2016-06-17 09:58:46
58.6,35.0,53647.81,127.2,Horizontal high-level concept,Lake Beckyburgh,Female,Micronesia,2016-04-24 01:48:21
76.44,55.0,45716.48,196.83,Compatible systemic function,Port Joshuafort,Female,Fiji,2016-06-17 09:58:46
88.89,23.0,40135.06,169.4,Programmable uniform website,East Deborahhaven,Male,Turks and Caicos Islands,2016-04-26 21:45:50
46.28,52.0,66359.32,176.7,De-engineered mobile infrastructure,East Heatherside,Female,Christmas Island,2016-05-08 12:51:00
66.8,46.0,71718.51,140.95,Organic next generation matrix,Alexanderfurt,Male,Barbados,2016-06-16 02:01:24
43.7,40.0,64147.86,222.08,Seamless intangible secured line,Perryburgh,Female,Bahamas,2016-04-27 04:28:17
41.49,52.0,27073.27,176.7,Enhanced optimizing website,Ryanhaven,Male,Lao People's Democratic Republic,2016-03-21 11:02:49
77.88,49.0,65576.05,243.37,Centralized neutral neural-net,South Blakestad,Female,Qatar,2016-03-18 17:35:40
49.95,36.0,65883.39,136.64,Phased full-range hardware,Brownview,Female,Czech Republic,2016-07-11 13:23:37
56.2,27.0,36037.33,216.03,Networked client-server solution,Portermouth,Male,Kyrgyz Republic,2016-02-04 02:13:52
